ID,Forename,Surname,Team,Status,skill,Name,Town,Venue,Date,Points
10923,Mark,Taylor,Reds,Amateur,Jumping,Reds,Tullibody,Cornton,2012-12-25,0
10923,Mark,Taylor,Reds,Amateur,Scoring,Reds,Tullibody,Cornton,2012-12-25,0
10923,Mark,Taylor,Reds,Amateur,Throwing,Reds,Tullibody,Cornton,2012-12-25,0
12824,Claire,Cole,Reds,Amateur,Catching,Reds,Tullibody,Cornton,2012-12-25,1
12824,Claire,Cole,Reds,Amateur,Running,Reds,Tullibody,Cornton,2012-12-25,1
15478,Peter,Morris,Reds,Amateur,Catching,Reds,Tullibody,Cornton,2012-12-25,3
15478,Peter,Morris,Reds,Amateur,Defending,Reds,Tullibody,Cornton,2012-12-25,3
15478,Peter,Morris,Reds,Amateur,Jumping,Reds,Tullibody,Cornton,2012-12-25,3
13844,Stephen,Hanson,Reds,Professional,Catching,Reds,Tullibody,Cornton,2012-12-25,4
13844,Stephen,Hanson,Reds,Professional,Jumping,Reds,Tullibody,Cornton,2012-12-25,4
13844,Stephen,Hanson,Reds,Professional,Throwing,Reds,Tullibody,Cornton,2012-12-25,4
18183,Johnathon,Bushby,Reds,Amateur,Defending,Reds,Tullibody,Cornton,2012-12-25,3
18183,Johnathon,Bushby,Reds,Amateur,Jumping,Reds,Tullibody,Cornton,2012-12-25,3
18183,Johnathon,Bushby,Reds,Amateur,Scoring,Reds,Tullibody,Cornton,2012-12-25,3
12230,Jon,Clarke,Reds,Professional,Catching,Reds,Tullibody,Cornton,2012-12-25,5
12230,Jon,Clarke,Reds,Professional,Jumping,Reds,Tullibody,Cornton,2012-12-25,5
12230,Jon,Clarke,Reds,Professional,Running,Reds,Tullibody,Cornton,2012-12-25,5
10451,Matthew,Forsyth,Reds,Professional,Running,Reds,Tullibody,Cornton,2012-12-25,5
10451,Matthew,Forsyth,Reds,Professional,Scoring,Reds,Tullibody,Cornton,2012-12-25,5
17601,Sue,Shakespeare,Reds,Professional,Catching,Reds,Tullibody,Cornton,2012-12-25,2
17601,Sue,Shakespeare,Reds,Professional,Scoring,Reds,Tullibody,Cornton,2012-12-25,2
19376,Sarah,Lukasiewicz,Reds,Amateur,Catching,Reds,Tullibody,Cornton,2012-12-25,4
19376,Sarah,Lukasiewicz,Reds,Amateur,Defending,Reds,Tullibody,Cornton,2012-12-25,4
19376,Sarah,Lukasiewicz,Reds,Amateur,Running,Reds,Tullibody,Cornton,2012-12-25,4
10275,Paul,Agg,Reds,Amateur,Catching,Reds,Tullibody,Cornton,2012-12-25,7
10275,Paul,Agg,Reds,Amateur,Defending,Reds,Tullibody,Cornton,2012-12-25,7
10275,Paul,Agg,Reds,Amateur,Throwing,Reds,Tullibody,Cornton,2012-12-25,7
12554,Antony,Fletcher,Reds,Professional,Catching,Reds,Tullibody,Cornton,2012-12-25,6
12554,Antony,Fletcher,Reds,Professional,Running,Reds,Tullibody,Cornton,2012-12-25,6
12554,Antony,Fletcher,Reds,Professional,Scoring,Reds,Tullibody,Cornton,2012-12-25,6
15828,John,Barker,Racers,Amateur,Defending,Racers,Bridge of Allan,Cornton,2012-12-25,3
15828,John,Barker,Racers,Amateur,Jumping,Racers,Bridge of Allan,Cornton,2012-12-25,3
15828,John,Barker,Racers,Amateur,Scoring,Racers,Bridge of Allan,Cornton,2012-12-25,3
14743,Gary,Berry,Racers,Professional,Defending,Racers,Bridge of Allan,Cornton,2012-12-25,3
14743,Gary,Berry,Racers,Professional,Running,Racers,Bridge of Allan,Cornton,2012-12-25,3
14743,Gary,Berry,Racers,Professional,Scoring,Racers,Bridge of Allan,Cornton,2012-12-25,3
15467,Brian,Vance,Racers,Amateur,Catching,Racers,Bridge of Allan,Cornton,2012-12-25,5
15467,Brian,Vance,Racers,Amateur,Jumping,Racers,Bridge of Allan,Cornton,2012-12-25,5
15467,Brian,Vance,Racers,Amateur,Running,Racers,Bridge of Allan,Cornton,2012-12-25,5
19416,Trevor,Oldham,Racers,Professional,Catching,Racers,Bridge of Allan,Cornton,2012-12-25,2
19416,Trevor,Oldham,Racers,Professional,Jumping,Racers,Bridge of Allan,Cornton,2012-12-25,2
10162,Gillian,Botwright,Racers,Amateur,Catching,Racers,Bridge of Allan,Cornton,2012-12-25,2
10162,Gillian,Botwright,Racers,Amateur,Jumping,Racers,Bridge of Allan,Cornton,2012-12-25,2
13430,Richard,Campbell,Racers,Professional,Catching,Racers,Bridge of Allan,Cornton,2012-12-25,5
13430,Richard,Campbell,Racers,Professional,Defending,Racers,Bridge of Allan,Cornton,2012-12-25,5
13430,Richard,Campbell,Racers,Professional,Scoring,Racers,Bridge of Allan,Cornton,2012-12-25,5
17544,John,Harris,Racers,Professional,Catching,Racers,Bridge of Allan,Cornton,2012-12-25,2
17544,John,Harris,Racers,Professional,Scoring,Racers,Bridge of Allan,Cornton,2012-12-25,2
11068,Sean,Cocks,Racers,Professional,Catching,Racers,Bridge of Allan,Cornton,2012-12-25,4
11068,Sean,Cocks,Racers,Professional,Defending,Racers,Bridge of Allan,Cornton,2012-12-25,4
11068,Sean,Cocks,Racers,Professional,Scoring,Racers,Bridge of Allan,Cornton,2012-12-25,4
19184,Julia,Maxwell,Racers,Amateur,Scoring,Racers,Bridge of Allan,Cornton,2012-12-25,6
19184,Julia,Maxwell,Racers,Amateur,Throwing,Racers,Bridge of Allan,Cornton,2012-12-25,6
18417,Christien,Jones,Racers,Professional,Catching,Racers,Bridge of Allan,Cornton,2012-12-25,1
18417,Christien,Jones,Racers,Professional,Jumping,Racers,Bridge of Allan,Cornton,2012-12-25,1
18417,Christien,Jones,Racers,Professional,Running,Racers,Bridge of Allan,Cornton,2012-12-25,1
11186,Susan,Tessadri,Racers,Professional,Jumping,Racers,Bridge of Allan,Cornton,2012-12-25,3
11186,Susan,Tessadri,Racers,Professional,Throwing,Racers,Bridge of Allan,Cornton,2012-12-25,3
11174,Robert,Heath,Racers,Amateur,Catching,Racers,Bridge of Allan,Cornton,2012-12-25,6
11174,Robert,Heath,Racers,Amateur,Jumping,Racers,Bridge of Allan,Cornton,2012-12-25,6
11174,Robert,Heath,Racers,Amateur,Scoring,Racers,Bridge of Allan,Cornton,2012-12-25,6
10193,David,Varnam,Blasters,Amateur,Catching,Blasters,Stirling,Cornton,2012-12-25,2
10193,David,Varnam,Blasters,Amateur,Jumping,Blasters,Stirling,Cornton,2012-12-25,2
10193,David,Varnam,Blasters,Amateur,Scoring,Blasters,Stirling,Cornton,2012-12-25,2
14947,Marcin,Hatch,Blasters,Amateur,Catching,Blasters,Stirling,Cornton,2012-12-25,1
14947,Marcin,Hatch,Blasters,Amateur,Jumping,Blasters,Stirling,Cornton,2012-12-25,1
14947,Marcin,Hatch,Blasters,Amateur,Running,Blasters,Stirling,Cornton,2012-12-25,1
13190,Philip,Green,Blasters,Amateur,Catching,Blasters,Stirling,Cornton,2012-12-25,6
13190,Philip,Green,Blasters,Amateur,Defending,Blasters,Stirling,Cornton,2012-12-25,6
13190,Philip,Green,Blasters,Amateur,Jumping,Blasters,Stirling,Cornton,2012-12-25,6
14989,Charlene,Everitt,Blasters,Professional,Catching,Blasters,Stirling,Cornton,2012-12-25,5
14989,Charlene,Everitt,Blasters,Professional,Jumping,Blasters,Stirling,Cornton,2012-12-25,5
19316,Michael,Jepson,Blasters,Amateur,Catching,Blasters,Stirling,Cornton,2012-12-25,0
19316,Michael,Jepson,Blasters,Amateur,Scoring,Blasters,Stirling,Cornton,2012-12-25,0
19316,Michael,Jepson,Blasters,Amateur,Throwing,Blasters,Stirling,Cornton,2012-12-25,0
19189,Martin,Stewart,Blasters,Professional,Defending,Blasters,Stirling,Cornton,2012-12-25,1
19189,Martin,Stewart,Blasters,Professional,Scoring,Blasters,Stirling,Cornton,2012-12-25,1
19189,Martin,Stewart,Blasters,Professional,Throwing,Blasters,Stirling,Cornton,2012-12-25,1
12567,Paul,Freeman,Blasters,Professional,Jumping,Blasters,Stirling,Cornton,2012-12-25,2
12567,Paul,Freeman,Blasters,Professional,Scoring,Blasters,Stirling,Cornton,2012-12-25,2
12567,Paul,Freeman,Blasters,Professional,Throwing,Blasters,Stirling,Cornton,2012-12-25,2
19017,Colin,Sommerville,Blasters,Professional,Catching,Blasters,Stirling,Cornton,2012-12-25,2
19017,Colin,Sommerville,Blasters,Professional,Defending,Blasters,Stirling,Cornton,2012-12-25,2
14897,Michael,White,Blasters,Professional,Catching,Blasters,Stirling,Cornton,2012-12-25,4
14897,Michael,White,Blasters,Professional,Defending,Blasters,Stirling,Cornton,2012-12-25,4
14897,Michael,White,Blasters,Professional,Scoring,Blasters,Stirling,Cornton,2012-12-25,4
16974,Trevor,Oates,Blasters,Professional,Jumping,Blasters,Stirling,Cornton,2012-12-25,7
16974,Trevor,Oates,Blasters,Professional,Scoring,Blasters,Stirling,Cornton,2012-12-25,7
14603,Steve,Atkinsion,Blasters,Professional,Defending,Blasters,Stirling,Cornton,2012-12-25,6
14603,Steve,Atkinsion,Blasters,Professional,Jumping,Blasters,Stirling,Cornton,2012-12-25,6
17479,Tracy,Vratchovski,Blasters,Amateur,Catching,Blasters,Stirling,Cornton,2012-12-25,3
18188,Richard,Morrison,Blasters,Professional,Defending,Blasters,Stirling,Cornton,2012-12-25,2
18188,Richard,Morrison,Blasters,Professional,Jumping,Blasters,Stirling,Cornton,2012-12-25,2
18188,Richard,Morrison,Blasters,Professional,Scoring,Blasters,Stirling,Cornton,2012-12-25,2
15416,R,Porter,Blasters,Amateur,Defending,Blasters,Stirling,Cornton,2012-12-25,3
15416,R,Porter,Blasters,Amateur,Running,Blasters,Stirling,Cornton,2012-12-25,3
15416,R,Porter,Blasters,Amateur,Scoring,Blasters,Stirling,Cornton,2012-12-25,3
13382,Kevin,Ryan,Reds,Amateur,Catching,Reds,Tullibody,Dunblane,2012-12-18,1
13382,Kevin,Ryan,Reds,Amateur,Running,Reds,Tullibody,Dunblane,2012-12-18,1
13382,Kevin,Ryan,Reds,Amateur,Scoring,Reds,Tullibody,Dunblane,2012-12-18,1
18621,Jemma,Centraco,Reds,Professional,Jumping,Reds,Tullibody,Dunblane,2012-12-18,4
18621,Jemma,Centraco,Reds,Professional,Throwing,Reds,Tullibody,Dunblane,2012-12-18,4
12340,Shaun,Bowman,Reds,Professional,Catching,Reds,Tullibody,Dunblane,2012-12-18,2
12340,Shaun,Bowman,Reds,Professional,Running,Reds,Tullibody,Dunblane,2012-12-18,2
12340,Shaun,Bowman,Reds,Professional,Throwing,Reds,Tullibody,Dunblane,2012-12-18,2
16897,Sandy,Licence,Reds,Professional,Jumping,Reds,Tullibody,Dunblane,2012-12-18,4
16897,Sandy,Licence,Reds,Professional,Throwing,Reds,Tullibody,Dunblane,2012-12-18,4
17061,Rosemary,Weiss,Reds,Professional,Defending,Reds,Tullibody,Dunblane,2012-12-18,6
17061,Rosemary,Weiss,Reds,Professional,Running,Reds,Tullibody,Dunblane,2012-12-18,6
17061,Rosemary,Weiss,Reds,Professional,Throwing,Reds,Tullibody,Dunblane,2012-12-18,6
13131,Sarah,Dasandi,Reds,Professional,Catching,Reds,Tullibody,Dunblane,2012-12-18,3
13131,Sarah,Dasandi,Reds,Professional,Defending,Reds,Tullibody,Dunblane,2012-12-18,3
13131,Sarah,Dasandi,Reds,Professional,Jumping,Reds,Tullibody,Dunblane,2012-12-18,3
15155,Rebecca,Maisuria,Reds,Professional,Running,Reds,Tullibody,Dunblane,2012-12-18,7
15155,Rebecca,Maisuria,Reds,Professional,Scoring,Reds,Tullibody,Dunblane,2012-12-18,7
15155,Rebecca,Maisuria,Reds,Professional,Throwing,Reds,Tullibody,Dunblane,2012-12-18,7
10923,Mark,Taylor,Reds,Amateur,Jumping,Reds,Tullibody,Dunblane,2012-12-18,7
10923,Mark,Taylor,Reds,Amateur,Scoring,Reds,Tullibody,Dunblane,2012-12-18,7
10923,Mark,Taylor,Reds,Amateur,Throwing,Reds,Tullibody,Dunblane,2012-12-18,7
12824,Claire,Cole,Reds,Amateur,Catching,Reds,Tullibody,Dunblane,2012-12-18,6
12824,Claire,Cole,Reds,Amateur,Running,Reds,Tullibody,Dunblane,2012-12-18,6
15478,Peter,Morris,Reds,Amateur,Catching,Reds,Tullibody,Dunblane,2012-12-18,1
15478,Peter,Morris,Reds,Amateur,Defending,Reds,Tullibody,Dunblane,2012-12-18,1
15478,Peter,Morris,Reds,Amateur,Jumping,Reds,Tullibody,Dunblane,2012-12-18,1
13844,Stephen,Hanson,Reds,Professional,Catching,Reds,Tullibody,Dunblane,2012-12-18,4
13844,Stephen,Hanson,Reds,Professional,Jumping,Reds,Tullibody,Dunblane,2012-12-18,4
13844,Stephen,Hanson,Reds,Professional,Throwing,Reds,Tullibody,Dunblane,2012-12-18,4
18183,Johnathon,Bushby,Reds,Amateur,Defending,Reds,Tullibody,Dunblane,2012-12-18,7
18183,Johnathon,Bushby,Reds,Amateur,Jumping,Reds,Tullibody,Dunblane,2012-12-18,7
18183,Johnathon,Bushby,Reds,Amateur,Scoring,Reds,Tullibody,Dunblane,2012-12-18,7
12230,Jon,Clarke,Reds,Professional,Catching,Reds,Tullibody,Dunblane,2012-12-18,2
12230,Jon,Clarke,Reds,Professional,Jumping,Reds,Tullibody,Dunblane,2012-12-18,2
12230,Jon,Clarke,Reds,Professional,Running,Reds,Tullibody,Dunblane,2012-12-18,2
10451,Matthew,Forsyth,Reds,Professional,Running,Reds,Tullibody,Dunblane,2012-12-18,2
10451,Matthew,Forsyth,Reds,Professional,Scoring,Reds,Tullibody,Dunblane,2012-12-18,2
17601,Sue,Shakespeare,Reds,Professional,Catching,Reds,Tullibody,Dunblane,2012-12-18,6
17601,Sue,Shakespeare,Reds,Professional,Scoring,Reds,Tullibody,Dunblane,2012-12-18,6
19376,Sarah,Lukasiewicz,Reds,Amateur,Catching,Reds,Tullibody,Dunblane,2012-12-18,6
19376,Sarah,Lukasiewicz,Reds,Amateur,Defending,Reds,Tullibody,Dunblane,2012-12-18,6
19376,Sarah,Lukasiewicz,Reds,Amateur,Running,Reds,Tullibody,Dunblane,2012-12-18,6
10275,Paul,Agg,Reds,Amateur,Catching,Reds,Tullibody,Dunblane,2012-12-18,3
10275,Paul,Agg,Reds,Amateur,Defending,Reds,Tullibody,Dunblane,2012-12-18,3
10275,Paul,Agg,Reds,Amateur,Throwing,Reds,Tullibody,Dunblane,2012-12-18,3
12554,Antony,Fletcher,Reds,Professional,Catching,Reds,Tullibody,Dunblane,2012-12-18,6
12554,Antony,Fletcher,Reds,Professional,Running,Reds,Tullibody,Dunblane,2012-12-18,6
12554,Antony,Fletcher,Reds,Professional,Scoring,Reds,Tullibody,Dunblane,2012-12-18,6
19899,Christopher,Weight,Sharks,Professional,Jumping,Sharks,Cornton,Dunblane,2012-12-18,6
19899,Christopher,Weight,Sharks,Professional,Running,Sharks,Cornton,Dunblane,2012-12-18,6
19253,Donna,Talbot,Sharks,Professional,Scoring,Sharks,Cornton,Dunblane,2012-12-18,5
18673,Scott,Patel,Sharks,Professional,Defending,Sharks,Cornton,Dunblane,2012-12-18,6
18673,Scott,Patel,Sharks,Professional,Jumping,Sharks,Cornton,Dunblane,2012-12-18,6
18673,Scott,Patel,Sharks,Professional,Scoring,Sharks,Cornton,Dunblane,2012-12-18,6
18078,Paul,Robinson,Sharks,Professional,Defending,Sharks,Cornton,Dunblane,2012-12-18,7
18078,Paul,Robinson,Sharks,Professional,Scoring,Sharks,Cornton,Dunblane,2012-12-18,7
19533,Oliver,Woolhouse,Sharks,Professional,Defending,Sharks,Cornton,Dunblane,2012-12-18,7
19533,Oliver,Woolhouse,Sharks,Professional,Jumping,Sharks,Cornton,Dunblane,2012-12-18,7
19533,Oliver,Woolhouse,Sharks,Professional,Running,Sharks,Cornton,Dunblane,2012-12-18,7
16943,Anthony,Lever,Sharks,Professional,Jumping,Sharks,Cornton,Dunblane,2012-12-18,7
16943,Anthony,Lever,Sharks,Professional,Scoring,Sharks,Cornton,Dunblane,2012-12-18,7
19395,Michael,Death,Sharks,Amateur,Catching,Sharks,Cornton,Dunblane,2012-12-18,6
19395,Michael,Death,Sharks,Amateur,Running,Sharks,Cornton,Dunblane,2012-12-18,6
17164,Stuart,Haseltine,Sharks,Professional,Catching,Sharks,Cornton,Dunblane,2012-12-18,1
17164,Stuart,Haseltine,Sharks,Professional,Defending,Sharks,Cornton,Dunblane,2012-12-18,1
17164,Stuart,Haseltine,Sharks,Professional,Running,Sharks,Cornton,Dunblane,2012-12-18,1
11474,Fiona,Scott-Mullen,Sharks,Amateur,Defending,Sharks,Cornton,Dunblane,2012-12-18,5
11474,Fiona,Scott-Mullen,Sharks,Amateur,Jumping,Sharks,Cornton,Dunblane,2012-12-18,5
11474,Fiona,Scott-Mullen,Sharks,Amateur,Scoring,Sharks,Cornton,Dunblane,2012-12-18,5
14381,Alex,Shuttleworth,Sharks,Amateur,Catching,Sharks,Cornton,Dunblane,2012-12-18,4
14381,Alex,Shuttleworth,Sharks,Amateur,Scoring,Sharks,Cornton,Dunblane,2012-12-18,4
14381,Alex,Shuttleworth,Sharks,Amateur,Throwing,Sharks,Cornton,Dunblane,2012-12-18,4
11782,F,Horan,Sharks,Professional,Catching,Sharks,Cornton,Dunblane,2012-12-18,6
11782,F,Horan,Sharks,Professional,Defending,Sharks,Cornton,Dunblane,2012-12-18,6
11782,F,Horan,Sharks,Professional,Scoring,Sharks,Cornton,Dunblane,2012-12-18,6
14241,Mike,Driver,Sharks,Amateur,Catching,Sharks,Cornton,Dunblane,2012-12-18,0
14241,Mike,Driver,Sharks,Amateur,Defending,Sharks,Cornton,Dunblane,2012-12-18,0
14241,Mike,Driver,Sharks,Amateur,Jumping,Sharks,Cornton,Dunblane,2012-12-18,0
17991,Barry,Smith,Sharks,Professional,Running,Sharks,Cornton,Dunblane,2012-12-18,1
17991,Barry,Smith,Sharks,Professional,Scoring,Sharks,Cornton,Dunblane,2012-12-18,1
12650,Catherine,Donnelly,Sharks,Amateur,Defending,Sharks,Cornton,Dunblane,2012-12-18,3
12650,Catherine,Donnelly,Sharks,Amateur,Scoring,Sharks,Cornton,Dunblane,2012-12-18,3
16424,Andrew,Casey,Sharks,Professional,Catching,Sharks,Cornton,Dunblane,2012-12-18,3
16424,Andrew,Casey,Sharks,Professional,Jumping,Sharks,Cornton,Dunblane,2012-12-18,3
16424,Andrew,Casey,Sharks,Professional,Throwing,Sharks,Cornton,Dunblane,2012-12-18,3
14273,Alan,Stoner,Sharks,Professional,Defending,Sharks,Cornton,Dunblane,2012-12-18,8
14273,Alan,Stoner,Sharks,Professional,Jumping,Sharks,Cornton,Dunblane,2012-12-18,8
14273,Alan,Stoner,Sharks,Professional,Throwing,Sharks,Cornton,Dunblane,2012-12-18,8
15828,John,Barker,Racers,Amateur,Defending,Racers,Bridge of Allan,Dunblane,2012-12-18,5
15828,John,Barker,Racers,Amateur,Jumping,Racers,Bridge of Allan,Dunblane,2012-12-18,5
15828,John,Barker,Racers,Amateur,Scoring,Racers,Bridge of Allan,Dunblane,2012-12-18,5
14743,Gary,Berry,Racers,Professional,Defending,Racers,Bridge of Allan,Dunblane,2012-12-18,1
14743,Gary,Berry,Racers,Professional,Running,Racers,Bridge of Allan,Dunblane,2012-12-18,1
14743,Gary,Berry,Racers,Professional,Scoring,Racers,Bridge of Allan,Dunblane,2012-12-18,1
15467,Brian,Vance,Racers,Amateur,Catching,Racers,Bridge of Allan,Dunblane,2012-12-18,8
15467,Brian,Vance,Racers,Amateur,Jumping,Racers,Bridge of Allan,Dunblane,2012-12-18,8
15467,Brian,Vance,Racers,Amateur,Running,Racers,Bridge of Allan,Dunblane,2012-12-18,8
19416,Trevor,Oldham,Racers,Professional,Catching,Racers,Bridge of Allan,Dunblane,2012-12-18,3
19416,Trevor,Oldham,Racers,Professional,Jumping,Racers,Bridge of Allan,Dunblane,2012-12-18,3
10162,Gillian,Botwright,Racers,Amateur,Catching,Racers,Bridge of Allan,Dunblane,2012-12-18,6
10162,Gillian,Botwright,Racers,Amateur,Jumping,Racers,Bridge of Allan,Dunblane,2012-12-18,6
13430,Richard,Campbell,Racers,Professional,Catching,Racers,Bridge of Allan,Dunblane,2012-12-18,6
13430,Richard,Campbell,Racers,Professional,Defending,Racers,Bridge of Allan,Dunblane,2012-12-18,6
13430,Richard,Campbell,Racers,Professional,Scoring,Racers,Bridge of Allan,Dunblane,2012-12-18,6
17544,John,Harris,Racers,Professional,Catching,Racers,Bridge of Allan,Dunblane,2012-12-18,5
17544,John,Harris,Racers,Professional,Scoring,Racers,Bridge of Allan,Dunblane,2012-12-18,5
11068,Sean,Cocks,Racers,Professional,Catching,Racers,Bridge of Allan,Dunblane,2012-12-18,5
11068,Sean,Cocks,Racers,Professional,Defending,Racers,Bridge of Allan,Dunblane,2012-12-18,5
11068,Sean,Cocks,Racers,Professional,Scoring,Racers,Bridge of Allan,Dunblane,2012-12-18,5
19184,Julia,Maxwell,Racers,Amateur,Scoring,Racers,Bridge of Allan,Dunblane,2012-12-18,2
19184,Julia,Maxwell,Racers,Amateur,Throwing,Racers,Bridge of Allan,Dunblane,2012-12-18,2
18417,Christien,Jones,Racers,Professional,Catching,Racers,Bridge of Allan,Dunblane,2012-12-18,5
18417,Christien,Jones,Racers,Professional,Jumping,Racers,Bridge of Allan,Dunblane,2012-12-18,5
18417,Christien,Jones,Racers,Professional,Running,Racers,Bridge of Allan,Dunblane,2012-12-18,5
11186,Susan,Tessadri,Racers,Professional,Jumping,Racers,Bridge of Allan,Dunblane,2012-12-18,2
11186,Susan,Tessadri,Racers,Professional,Throwing,Racers,Bridge of Allan,Dunblane,2012-12-18,2
11174,Robert,Heath,Racers,Amateur,Catching,Racers,Bridge of Allan,Dunblane,2012-12-18,5
11174,Robert,Heath,Racers,Amateur,Jumping,Racers,Bridge of Allan,Dunblane,2012-12-18,5
11174,Robert,Heath,Racers,Amateur,Scoring,Racers,Bridge of Allan,Dunblane,2012-12-18,5
19650,Joanna,Cambridge,Rams,Professional,Catching,Rams,Dunblane,Dunblane,2012-12-18,2
19650,Joanna,Cambridge,Rams,Professional,Scoring,Rams,Dunblane,Dunblane,2012-12-18,2
19650,Joanna,Cambridge,Rams,Professional,Throwing,Rams,Dunblane,Dunblane,2012-12-18,2
17405,Ronald,Coleing,Rams,Professional,Catching,Rams,Dunblane,Dunblane,2012-12-18,1
17405,Ronald,Coleing,Rams,Professional,Defending,Rams,Dunblane,Dunblane,2012-12-18,1
17405,Ronald,Coleing,Rams,Professional,Jumping,Rams,Dunblane,Dunblane,2012-12-18,1
17921,Andy,Sutton,Rams,Amateur,Defending,Rams,Dunblane,Dunblane,2012-12-18,1
17921,Andy,Sutton,Rams,Amateur,Jumping,Rams,Dunblane,Dunblane,2012-12-18,1
12470,Shirley,Burdett,Rams,Professional,Catching,Rams,Dunblane,Dunblane,2012-12-18,1
12470,Shirley,Burdett,Rams,Professional,Running,Rams,Dunblane,Dunblane,2012-12-18,1
12470,Shirley,Burdett,Rams,Professional,Scoring,Rams,Dunblane,Dunblane,2012-12-18,1
13441,Marcell,Avery,Rams,Amateur,Catching,Rams,Dunblane,Dunblane,2012-12-18,3
13441,Marcell,Avery,Rams,Amateur,Running,Rams,Dunblane,Dunblane,2012-12-18,3
19899,Christopher,Weight,Sharks,Professional,Jumping,Sharks,Cornton,Cornton,2012-12-11,2
19899,Christopher,Weight,Sharks,Professional,Running,Sharks,Cornton,Cornton,2012-12-11,2
19253,Donna,Talbot,Sharks,Professional,Scoring,Sharks,Cornton,Cornton,2012-12-11,3
18673,Scott,Patel,Sharks,Professional,Defending,Sharks,Cornton,Cornton,2012-12-11,2
18673,Scott,Patel,Sharks,Professional,Jumping,Sharks,Cornton,Cornton,2012-12-11,2
18673,Scott,Patel,Sharks,Professional,Scoring,Sharks,Cornton,Cornton,2012-12-11,2
18078,Paul,Robinson,Sharks,Professional,Defending,Sharks,Cornton,Cornton,2012-12-11,0
18078,Paul,Robinson,Sharks,Professional,Scoring,Sharks,Cornton,Cornton,2012-12-11,0
19533,Oliver,Woolhouse,Sharks,Professional,Defending,Sharks,Cornton,Cornton,2012-12-11,3
19533,Oliver,Woolhouse,Sharks,Professional,Jumping,Sharks,Cornton,Cornton,2012-12-11,3
19533,Oliver,Woolhouse,Sharks,Professional,Running,Sharks,Cornton,Cornton,2012-12-11,3
16943,Anthony,Lever,Sharks,Professional,Jumping,Sharks,Cornton,Cornton,2012-12-11,5
16943,Anthony,Lever,Sharks,Professional,Scoring,Sharks,Cornton,Cornton,2012-12-11,5
